Value__c,Product__c,Status__c,Type__c
M7VHE,Amateur Foundation Radio Licence,Available,Call Sign - Amateur
M7SFL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7GPE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7BTB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7SGE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7VCR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20OPV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20IBL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7IHH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G8JSS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6ERH,,Reserved,Call Sign - Amateur
20LDU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20WNC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20HTG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20MNX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0TSU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7WZO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7OJO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7BHN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20KBW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7DCG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G1YBJ,,Allocated,Call Sign - Amateur
20FMQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
G6DX,,Allocated,Call Sign - Amateur
G2ZE,,Allocated,Call Sign - Amateur
M7DTH,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M7FTQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20HWU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20YGM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7DQW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7MOF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FNJ,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M7JXZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7ETK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0YOP,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
20IYR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7TDT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20IVV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20JHJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20XNT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0PYZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1OWL,,Reserved,Call Sign - Amateur
M7LEP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20IFX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7BEM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0XMQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0PDN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7BMC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20GNK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7KGC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G4AGU,,Allocated,Call Sign - Amateur
M7EGB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7PFF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7GME,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7THJ,Amateur Foundation Radio Licence,Available,Call Sign - Amateur
M7SAO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7VDR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20SFN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7FGP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0OTC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7EUW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7JKK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7HAQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FFT,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M7AIH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7OKW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0IXN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7DYI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LLH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20HCU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7KIN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EJO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0KFE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7RAC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G1OVK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0TXB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7DZF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7VOS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
21ROO,,Allocated,Call Sign - Amateur
M7HBG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7RDH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20NZW,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur
20VNG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7GRZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0KHE,Amateur Club Radio Licence,Reserved,Call Sign - Amateur
M0LRK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0XQZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7AZD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20FHA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7JEB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7DHG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7ECT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7SZY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7YGR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LAR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7AER,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20LRV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20HQW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0XYN,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
M7RMT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7DWB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7CWW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0IVB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G5TEO,,Allocated,Call Sign - Amateur
20NRS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0XOK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7XXT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20IDQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7LMS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20OZG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7GEM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7WEL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7DQX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7XNY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20IAQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7PTL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0XMF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
20IKG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7FEF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7UAM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7OCZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G8ERH,,Reserved,Call Sign - Amateur
G5NKW,,Allocated,Call Sign - Amateur
20IUJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
G6FNS,,Allocated,Call Sign - Amateur
M7PUF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LTL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FEG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EPT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20OPG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7UCA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7CPU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7AWP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7CLW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0KYM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7DTB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7SZA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G8OLA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7KJS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7DTI,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M7XJT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7JHH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7WKC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7ETJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G6JNY,,Allocated,Call Sign - Amateur
M7FTX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LNA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7VPG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G1MIG,,Reserved,Call Sign - Amateur
G8TOU,,Allocated,Call Sign - Amateur
M7VTX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EOM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7TOJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FKP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0KNI,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
M7VKO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7ONY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0KON,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
M7HOY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EVT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G8SJM,,Reserved,Call Sign - Amateur
M7VAU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7HYS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7TUS,,Allocated,Call Sign - Amateur
M7OJK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FCW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20LOY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7JNG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LCN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7TBB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7PLI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7VOZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7TFE,Amateur Foundation Radio Licence,Available,Call Sign - Amateur
M7EGE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7YIN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20JRK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0SJI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7JHZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M1VSA,,Allocated,Call Sign - Amateur
M7MFS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FRX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EPJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7XDT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7NHT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EUQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7SVA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20WVQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
G8YFT,,Allocated,Call Sign - Amateur
M7EPI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LLN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7XGW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20INN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7MZB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LGG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20IEP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7TEZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7YWB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7JMZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7KRO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7SWF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7INN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20HEE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7CFY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20IIK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7EHU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20VVZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7RUV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7IGC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20IUU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7SOZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FCX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0VIO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0PEI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7JGC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20LNO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7RHR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20ITG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7UKJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7SVM,Amateur Foundation Radio Licence,Available,Call Sign - Amateur
M7IPN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FND,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7MKU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7TAH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7OAH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7MXD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7WFU,,Reserved,Call Sign - Amateur
20WQZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0KFF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0SNE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7EDU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0SFZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7EDQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0VGW,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
M7BUQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0OXW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7ETE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7OLD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0NQP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M5ESA,,Allocated,Call Sign - Amateur
M7XXL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7AIJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20YGN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7RXB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7RTH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7SMV,Amateur Foundation Radio Licence,Available,Call Sign - Amateur
M7WCL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LNR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7JJH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EBF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0KNW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7EPV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7IMX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FEH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0SGU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0VNY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
20IEQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7DTK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20XKZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7TBT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20KRH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
G8JWX,,Allocated,Call Sign - Amateur
G7HTI,,Allocated,Call Sign - Amateur
20IBP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7AIL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0IYG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7FNE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7LTQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7TWY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7OTJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7EEA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FJZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0TWP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
20SQW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0VDP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7EGL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FEX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7FHQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0WHJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0LKX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6NZH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
20GLQ,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur
M7VHD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
