Value,Status,Type,Reserved to Date,Original Start Date,Licence Type
M6OGW,Allocated,Call Sign - Amateur,,2012-09-13,Amateur Foundation Radio Licence
M7DUK,Allocated,Call Sign - Amateur,,2019-06-19,Amateur Foundation Radio Licence
M6DTJ,Allocated,Call Sign - Amateur,,2012-09-13,Amateur Foundation Radio Licence
M7AGK,Reserved,Call Sign - Amateur,,,
M6BYO,Allocated,Call Sign - Amateur,,2012-09-14,Amateur Foundation Radio Licence
M0IXG,Allocated,Call Sign - Amateur,,2019-06-17,Amateur Full Radio Licence
M6BYP,Allocated,Call Sign - Amateur,,2012-09-14,Amateur Foundation Radio Licence
M7JRT,Allocated,Call Sign - Amateur,,2020-07-17,Amateur Foundation Radio Licence
M6WHY,Allocated,Call Sign - Amateur,,2012-09-14,Amateur Foundation Radio Licence
20WWD,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Intermediate Radio Licence
M6SCY,Allocated,Call Sign - Amateur,,2012-09-14,Amateur Foundation Radio Licence
M7KIB,Allocated,Call Sign - Amateur,,2020-07-17,Amateur Foundation Radio Licence
M6SHE,Allocated,Call Sign - Amateur,,2012-09-14,Amateur Foundation Radio Licence
G8DEN,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Full Radio Licence
M6GBE,Allocated,Call Sign - Amateur,,2012-09-15,Amateur Foundation Radio Licence
M7ALX,Allocated,Call Sign - Amateur,,2019-03-13,Amateur Foundation Radio Licence
M6BYQ,Allocated,Call Sign - Amateur,,2012-09-16,Amateur Foundation Radio Licence
M7COB,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6WYS,Allocated,Call Sign - Amateur,,2012-09-17,Amateur Foundation Radio Licence
M7OOO,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6ZDA,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
M7ACA,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6PFM,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
20FCE,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Intermediate Radio Licence
M6LWT,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
M7REB,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6DLH,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
M7JGK,Allocated,Call Sign - Amateur,,2019-10-17,Amateur Foundation Radio Licence
M6MFA,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
M7MDA,Allocated,Call Sign - Amateur,,2019-12-15,Amateur Foundation Radio Licence
M6JCQ,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
20FZD,Allocated,Call Sign - Amateur,,2019-11-30,Amateur Intermediate Radio Licence
M6NDX,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
G7DXH,Allocated,Call Sign - Amateur,,2019-09-17,Amateur Full Radio Licence
M6XAX,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
20YEK,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Intermediate Radio Licence
M6PTE,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
M0ITK,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Full Radio Licence
M6ZUT,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
G8WIO,Allocated,Call Sign - Amateur,,2018-12-01,Amateur Full Radio Licence
M6FRV,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
M7AFI,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6VEG,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
M0WGX,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Full Radio Licence
M6VHD,Allocated,Call Sign - Amateur,,2013-01-31,Amateur Foundation Radio Licence
20FCG,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Intermediate Radio Licence
M6HFR,Allocated,Call Sign - Amateur,,2013-02-01,Amateur Foundation Radio Licence
M0ITL,Allocated,Call Sign - Amateur,,2018-11-27,Amateur Full Radio Licence
M6PQF,Allocated,Call Sign - Amateur,,2013-02-01,Amateur Foundation Radio Licence
M7WJQ,Available,Call Sign - Amateur,,,
M6MVM,Allocated,Call Sign - Amateur,,2013-02-01,Amateur Foundation Radio Licence
M7TVN,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M3UPE,Allocated,Call Sign - Amateur,,2007-06-17,Amateur Foundation Radio Licence
M7XYZ,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M3UEP,Allocated,Call Sign - Amateur,,2007-06-17,Amateur Foundation Radio Licence
20RYM,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Intermediate Radio Licence
M3ZYN,Allocated,Call Sign - Amateur,,2007-06-17,Amateur Foundation Radio Licence
M7AWJ,Allocated,Call Sign - Amateur,,2020-07-17,Amateur Foundation Radio Licence
M6CJV,Allocated,Call Sign - Amateur,,2013-02-04,Amateur Foundation Radio Licence
M7CBG,Allocated,Call Sign - Amateur,,2020-08-07,Amateur Foundation Radio Licence
M6NTL,Allocated,Call Sign - Amateur,,2013-02-04,Amateur Foundation Radio Licence
20XMX,Allocated,Call Sign - Amateur,,2020-07-17,Amateur Intermediate Radio Licence
M6SST,Allocated,Call Sign - Amateur,,2013-02-04,Amateur Foundation Radio Licence
M7IEF,Allocated,Call Sign - Amateur,,2019-11-30,Amateur Foundation Radio Licence
M6FZF,Allocated,Call Sign - Amateur,,2013-02-04,Amateur Foundation Radio Licence
M7CSH,Allocated,Call Sign - Amateur,,2019-06-19,Amateur Foundation Radio Licence
M3UFK,Allocated,Call Sign - Amateur,,2007-06-17,Amateur Foundation Radio Licence
M5UK,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Full Radio Licence
M6PMW,Reserved,Call Sign - Amateur,,,
M7CLD,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M6NLY,Allocated,Call Sign - Amateur,,2013-02-04,Amateur Foundation Radio Licence
M6KOJ,Allocated,Call Sign - Amateur,,2017-07-21,Amateur Foundation Radio Licence
M6CJX,Allocated,Call Sign - Amateur,,2013-02-05,Amateur Foundation Radio Licence
M6KXY,Allocated,Call Sign - Amateur,,2017-10-24,Amateur Foundation Radio Licence
M6SVZ,Allocated,Call Sign - Amateur,,2013-02-05,Amateur Foundation Radio Licence
M6KYW,Allocated,Call Sign - Amateur,,2017-05-11,Amateur Foundation Radio Licence
M6FLK,Allocated,Call Sign - Amateur,,2013-02-05,Amateur Foundation Radio Licence
M6IXU,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6CJZ,Allocated,Call Sign - Amateur,,2013-02-06,Amateur Foundation Radio Licence
M6IXV,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6CKA,Allocated,Call Sign - Amateur,,2013-02-06,Amateur Foundation Radio Licence
20RKE,Allocated,Call Sign - Amateur,,2017-07-21,Amateur Intermediate Radio Licence
M6ZLX,Reserved,Call Sign - Amateur,,,
M0KEA,Allocated,Call Sign - Amateur,,2017-07-21,Amateur Full Radio Licence
M6VPK,Reserved,Call Sign - Amateur,,,
M6SSV,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6CKD,Allocated,Call Sign - Amateur,,2013-02-07,Amateur Foundation Radio Licence
M7AWU,Allocated,Call Sign - Amateur,,2020-07-02,Amateur Foundation Radio Licence
M6INV,Allocated,Call Sign - Amateur,,2013-02-07,Amateur Foundation Radio Licence
G8YAJ,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Full Radio Licence
M6DDU,Allocated,Call Sign - Amateur,,2013-02-07,Amateur Foundation Radio Licence
M7AOE,Allocated,Call Sign - Amateur,,2020-03-12,Amateur Foundation Radio Licence
M6IBZ,Allocated,Call Sign - Amateur,,2013-02-07,Amateur Foundation Radio Licence
M6IYA,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M3YLT,Allocated,Call Sign - Amateur,,2007-06-17,Amateur Foundation Radio Licence
M6KXW,Allocated,Call Sign - Amateur,,2017-10-24,Amateur Foundation Radio Licence
M6MFS,Allocated,Call Sign - Amateur,,2013-02-07,Amateur Foundation Radio Licence
M6IXW,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6PXG,Allocated,Call Sign - Amateur,,2013-02-07,Amateur Foundation Radio Licence
M6PRL,Allocated,Call Sign - Amateur,,2016-07-31,Amateur Foundation Radio Licence
M6HPG,Allocated,Call Sign - Amateur,,2013-02-07,Amateur Foundation Radio Licence
M6IXZ,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6CKG,Allocated,Call Sign - Amateur,,2013-02-08,Amateur Foundation Radio Licence
20YML,Allocated,Call Sign - Amateur,,2020-12-17,Amateur Intermediate Radio Licence
M6WMZ,Allocated,Call Sign - Amateur,,2013-02-08,Amateur Foundation Radio Licence
20YWA,Allocated,Call Sign - Amateur,,2020-08-22,Amateur Intermediate Radio Licence
M3UGR,Allocated,Call Sign - Amateur,,2007-06-26,Amateur Foundation Radio Licence
M6PZX,Allocated,Call Sign - Amateur,,2017-10-24,Amateur Foundation Radio Licence
M6DLY,Allocated,Call Sign - Amateur,,2013-05-19,Amateur Foundation Radio Licence
20EFD,Allocated,Call Sign - Amateur,,2017-01-01,Amateur Intermediate Radio Licence
M6CWE,Allocated,Call Sign - Amateur,,2013-05-19,Amateur Foundation Radio Licence
20FJL,Allocated,Call Sign - Amateur,,2017-01-01,Amateur Intermediate Radio Licence
M3UFY,Allocated,Call Sign - Amateur,,2007-06-26,Amateur Foundation Radio Licence
M6SQY,Allocated,Call Sign - Amateur,,2017-10-24,Amateur Foundation Radio Licence
M3UHC,Allocated,Call Sign - Amateur,,2007-06-26,Amateur Foundation Radio Licence
20OYR,Allocated,Call Sign - Amateur,,2020-11-24,Amateur Intermediate Radio Licence
M6DSS,Allocated,Call Sign - Amateur,,2013-05-19,Amateur Foundation Radio Licence
M7BHA,Allocated,Call Sign - Amateur,,2020-11-24,Amateur Foundation Radio Licence
M6CWG,Allocated,Call Sign - Amateur,,2013-05-20,Amateur Foundation Radio Licence
M7OLW,Allocated,Call Sign - Amateur,,2020-10-17,Amateur Foundation Radio Licence
M6NIT,Allocated,Call Sign - Amateur,,2013-05-20,Amateur Foundation Radio Licence
20STO,Allocated,Call Sign - Amateur,,2016-09-28,Amateur Intermediate Radio Licence
M6CWI,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
M0RDK,Allocated,Call Sign - Amateur,,2018-03-12,Amateur Club Radio Licence
M6GFG,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
20FWF,Allocated,Call Sign - Amateur,,2020-08-28,Amateur Intermediate Radio Licence
M3UGA,Allocated,Call Sign - Amateur,,2007-06-27,Amateur Foundation Radio Licence
M6PVY,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6THD,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
M6BVN,Allocated,Call Sign - Amateur,,2016-07-31,Amateur Foundation Radio Licence
M6CWJ,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
M7MAX,Allocated,Call Sign - Amateur,,2019-03-22,Amateur Foundation Radio Licence
M6KPC,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
M6SXH,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6JFH,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
20EIL,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Intermediate Radio Licence
M6OTA,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
M0RDU,Allocated,Call Sign - Amateur,,2017-05-11,Amateur Full Radio Licence
M6OJT,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
M6XXS,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6NHN,Allocated,Call Sign - Amateur,,2013-05-21,Amateur Foundation Radio Licence
M6NUD,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6CWX,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
20LXN,Allocated,Call Sign - Amateur,,2019-03-17,Amateur Intermediate Radio Licence
M6XGN,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
20FTO,Allocated,Call Sign - Amateur,,2020-07-01,Amateur Intermediate Radio Licence
M6CWV,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
M6IYB,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6CWU,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
M0IWM,Available,Call Sign - Amateur,,,
M6NVR,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
20TUB,Allocated,Call Sign - Amateur,,2016-10-14,Amateur Intermediate Radio Licence
M6GWE,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
M6IYC,Allocated,Call Sign - Amateur,,2017-05-09,Amateur Foundation Radio Licence
M6CWY,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
20NOV,Reserved,Call Sign - Amateur,,,
M6CWZ,Allocated,Call Sign - Amateur,,2013-05-22,Amateur Foundation Radio Licence
20AAF,Allocated,Call Sign - Amateur,,2016-07-31,Amateur Intermediate Radio Licence
M3CPV,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
G1YIL,Allocated,Call Sign - Amateur,,2016-08-02,Amateur Full Radio Licence
M6SHF,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6WYP,Allocated,Call Sign - Amateur,,2018-03-12,Amateur Foundation Radio Licence
M6FUO,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
20TUS,Allocated,Call Sign - Amateur,,2016-10-14,Amateur Intermediate Radio Licence
M6DTT,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6KZY,Allocated,Call Sign - Amateur,,2016-08-01,Amateur Foundation Radio Licence
M3FLC,Allocated,Call Sign - Amateur,,2007-06-27,Amateur Foundation Radio Licence
20NMA,Allocated,Call Sign - Amateur,,2017-05-10,Amateur Intermediate Radio Licence
M6CXA,Reserved,Call Sign - Amateur,,,
20SHH,Allocated,Call Sign - Amateur,,2017-05-10,Amateur Intermediate Radio Licence
M6SKJ,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6IYD,Allocated,Call Sign - Amateur,,2017-05-10,Amateur Foundation Radio Licence
M6CXC,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
20EBW,Allocated,Call Sign - Amateur,,2016-11-08,Amateur Intermediate Radio Licence
M6NXN,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6PPX,Allocated,Call Sign - Amateur,,2017-05-11,Amateur Foundation Radio Licence
M6CXD,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M0IYI,Allocated,Call Sign - Amateur,,2019-08-23,Amateur Full Radio Licence
M6THU,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6IYE,Allocated,Call Sign - Amateur,,2017-05-11,Amateur Foundation Radio Licence
M6MYD,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6XUX,Allocated,Call Sign - Amateur,,2017-05-12,Amateur Foundation Radio Licence
M6CXE,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
20JVK,Allocated,Call Sign - Amateur,,2017-05-12,Amateur Intermediate Radio Licence
M6EFY,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6XLF,Allocated,Call Sign - Amateur,,2017-07-24,Amateur Foundation Radio Licence
M6EAH,Allocated,Call Sign - Amateur,,2013-05-23,Amateur Foundation Radio Licence
M6YHM,Allocated,Call Sign - Amateur,,2017-07-24,Amateur Foundation Radio Licence
M6CXF,Reserved,Call Sign - Amateur,,,
M6XQE,Allocated,Call Sign - Amateur,,2017-07-24,Amateur Foundation Radio Licence
M6CXG,Allocated,Call Sign - Amateur,,2013-05-27,Amateur Foundation Radio Licence
20KJN,Allocated,Call Sign - Amateur,,2020-08-26,Amateur Intermediate Radio Licence
M6DQF,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
M7MXM,Allocated,Call Sign - Amateur,,2020-08-15,Amateur Foundation Radio Licence
M6TMP,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
20EKY,Allocated,Call Sign - Amateur,,2017-07-26,Amateur Intermediate Radio Licence
M6DQG,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
M0IWL,Allocated,Call Sign - Amateur,,2019-03-28,Amateur Full Radio Licence
M6PWL,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
20USK,Allocated,Call Sign - Amateur,,2020-12-07,Amateur Intermediate Radio Licence
M6SYN,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
M7CPM,Allocated,Call Sign - Amateur,,2020-12-07,Amateur Foundation Radio Licence
M6ONR,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
M7TAK,Allocated,Call Sign - Amateur,,2020-12-17,Amateur Foundation Radio Licence
M6SNT,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
M7STB,Allocated,Call Sign - Amateur,,2020-08-12,Amateur Foundation Radio Licence
M6DQH,Allocated,Call Sign - Amateur,,2013-11-06,Amateur Foundation Radio Licence
M7JMJ,Allocated,Call Sign - Amateur,,2020-10-09,Amateur Foundation Radio Licence
M6DQI,Allocated,Call Sign - Amateur,,2013-11-07,Amateur Foundation Radio Licence
M7PSD,Allocated,Call Sign - Amateur,,2020-08-15,Amateur Foundation Radio Licence
M3ZAY,Allocated,Call Sign - Amateur,,2007-07-08,Amateur Foundation Radio Licence
M6YYC,Allocated,Call Sign - Amateur,,2016-11-07,Amateur Foundation Radio Licence
M6RPX,Allocated,Call Sign - Amateur,,2013-11-07,Amateur Foundation Radio Licence
M6VYL,Allocated,Call Sign - Amateur,,2017-07-29,Amateur Foundation Radio Licence
M6OXB,Allocated,Call Sign - Amateur,,2013-11-08,Amateur Foundation Radio Licence
M6JWU,Reserved,Call Sign - Amateur,,,
M6DQJ,Reserved,Call Sign - Amateur,,,
M7GAZ,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6HTH,Reserved,Call Sign - Amateur,,,
M7TGR,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6DQK,Allocated,Call Sign - Amateur,,2013-11-08,Amateur Foundation Radio Licence
M7NGB,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Foundation Radio Licence
M6ZUU,Allocated,Call Sign - Amateur,,2013-11-09,Amateur Foundation Radio Licence
M7DNZ,Allocated,Call Sign - Amateur,,2020-08-08,Amateur Foundation Radio Licence
M6LBO,Allocated,Call Sign - Amateur,,2013-11-09,Amateur Foundation Radio Licence
M7SJR,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M3ZYU,Allocated,Call Sign - Amateur,,2007-07-08,Amateur Foundation Radio Licence
20NPR,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Intermediate Radio Licence
M3UHI,Allocated,Call Sign - Amateur,,2007-07-08,Amateur Foundation Radio Licence
M7BSD,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M3UHL,Allocated,Call Sign - Amateur,,2007-07-08,Amateur Foundation Radio Licence
M7GBH,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M6RFB,Allocated,Call Sign - Amateur,,2013-11-13,Amateur Foundation Radio Licence
M7LFC,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M6VEL,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
M7JOC,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M6FYZ,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
M7BEA,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M6EFZ,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
20HKL,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Intermediate Radio Licence
M6GSO,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
20XTO,Allocated,Call Sign - Amateur,,2019-08-06,Amateur Intermediate Radio Licence
M6NMS,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
20FCJ,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Intermediate Radio Licence
M6WBV,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
20FDF,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Intermediate Radio Licence
M6LDT,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
M7SUE,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M6ZHC,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
M7TIM,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
M6DQL,Reserved,Call Sign - Amateur,,,
M0SMX,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Full Radio Licence
M6DQM,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
M0ITO,Allocated,Call Sign - Amateur,,2018-11-28,Amateur Full Radio Licence
M3USX,Allocated,Call Sign - Amateur,,2007-07-08,Amateur Foundation Radio Licence
20FCO,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Intermediate Radio Licence
M6DQN,Allocated,Call Sign - Amateur,,2013-11-14,Amateur Foundation Radio Licence
M7ACC,Allocated,Call Sign - Amateur,,2018-11-29,Amateur Foundation Radio Licence
