callsign,status,licence_class,created_date,last_modified_date,reserved_to_date,licence_cancel_date
20BER,Reserved,,2016-08-02,2016-08-02,,
20BFE,Reserved,,2016-08-02,2016-08-02,,
20BFK,Reserved,,2016-07-23,2016-07-23,,2006-07-10
20BFO,Reserved,,2016-07-23,2016-07-23,,2006-03-21
20BFQ,Reserved,,2016-07-23,2016-07-23,,2006-07-26
20BFW,Reserved,,2016-08-02,2016-08-02,,
20BGD,Reserved,,2016-07-23,2017-06-01,,2000-05-07
20BGH,Reserved,,2016-07-23,2017-06-01,,2004-06-29
20BGK,Reserved,,2016-08-02,2016-08-02,,
20BGN,Reserved,,2016-08-02,2016-08-02,,
20BGT,Reserved,,2016-07-23,2016-08-02,,2006-10-30
20BGU,Reserved,,2016-08-02,2016-08-02,,
20BGW,Reserved,,2016-07-23,2016-07-23,,2006-11-13
20BGY,Reserved,,2016-08-02,2016-08-02,,
20BHF,Reserved,,2016-08-02,2016-08-02,,
20BHG,Reserved,,2016-07-23,2016-08-02,,2007-03-16
20BHW,Reserved,,2016-07-23,2016-07-23,,2005-09-30
20BIA,Reserved,,2016-08-02,2016-08-02,,
20BIE,Reserved,,2016-08-02,2016-08-02,,
20BIH,Reserved,,2016-08-02,2016-08-02,,
20BIK,Reserved,,2016-07-23,2016-11-14,,2007-04-26
20BIP,Reserved,,2016-07-23,2016-07-23,,2007-05-26
20BIW,Reserved,,2016-08-02,2016-08-02,,
20BJF,Reserved,,2016-08-12,2016-08-12,,
20BJH,Reserved,,2016-08-02,2016-08-02,,
20BJI,Reserved,,2016-08-02,2016-08-02,,
20BJL,Reserved,,2016-07-23,2016-07-23,,2016-06-05
20BJZ,Reserved,,2016-08-02,2016-08-02,,
20BKG,Reserved,,2016-08-02,2016-08-12,,
20BKH,Reserved,,2016-08-12,2016-08-12,,
20BKK,Reserved,,2016-07-23,2016-07-23,,2004-03-08
20BKX,Reserved,,2016-07-23,2016-07-23,,2007-12-07
20BLM,Reserved,,2016-08-02,2016-08-02,,
20BMI,Reserved,,2016-07-23,2020-03-30,,2008-03-05
20BML,Reserved,,2016-08-02,2016-08-02,,
20BMQ,Reserved,,2016-08-02,2016-08-02,,
20BMS,Reserved,,2016-08-12,2016-08-12,,
20BNG,Reserved,,2016-08-02,2016-08-02,,
20BNX,Reserved,,2016-08-02,2016-08-02,,
20BNY,Reserved,,2016-08-02,2016-08-02,,
20BOH,Reserved,,2016-08-02,2016-08-02,,
20BOP,Reserved,,2016-07-23,2016-07-23,,2008-04-29
20BPH,Reserved,,2016-08-02,2016-08-02,,
20BPK,Reserved,,2016-07-23,2016-07-23,,2008-06-03
20BPR,Reserved,,2016-08-02,2016-08-02,,
20BQA,Reserved,,2016-08-02,2016-08-02,,
20BQD,Reserved,,2016-08-02,2016-08-02,,
20BQI,Reserved,,2016-07-23,2016-07-23,,2008-07-12
20BQT,Reserved,,2016-08-02,2016-08-02,,
20BRB,Reserved,,2016-07-23,2016-07-23,,2007-08-17
20BRE,Reserved,,2016-08-12,2016-08-12,,
20BRM,Reserved,,2016-08-02,2016-08-12,,
20BRN,Reserved,,2016-08-12,2016-08-12,,
20BRR,Reserved,,2016-08-02,2016-08-02,,
20BRW,Reserved,,2016-08-02,2016-08-02,,
20BRX,Reserved,,2016-08-02,2016-08-02,,
20BRZ,Reserved,,2016-08-02,2016-08-02,,
20BSC,Reserved,,2016-07-23,2016-07-23,,2008-11-05
20BSO,Reserved,,2016-08-02,2016-08-02,,
20BSP,Reserved,,2016-08-02,2016-08-02,,
20BSY,Reserved,,2016-07-23,2016-07-23,,2007-01-20
20BTC,Reserved,,2016-08-12,2016-08-12,,
20BTG,Reserved,,2016-07-23,2018-08-28,,2008-12-11
20BTI,Reserved,,2016-08-02,2016-08-02,,
20BTJ,Reserved,,2016-08-02,2016-08-02,,
20BTM,Reserved,,2016-07-23,2016-08-02,,2007-11-15
20BTN,Reserved,,2016-08-02,2016-08-02,,
20BUC,Reserved,,2016-08-02,2016-08-02,,
20BUH,Reserved,,2016-08-02,2016-08-02,,
20BUU,Reserved,,2016-08-02,2016-08-02,,
20BVF,Reserved,,2016-08-02,2016-08-02,,
20BVI,Reserved,,2016-08-02,2016-08-02,,
20BVL,Reserved,,2016-08-02,2016-08-02,,
20BVW,Reserved,,2016-07-23,2016-07-23,,2009-04-28
20BWO,Reserved,,2016-08-02,2016-08-02,,
20BXB,Reserved,,2016-07-23,2016-07-23,,2009-08-06
20BXI,Reserved,,2016-08-02,2016-08-02,,
20BXO,Reserved,,2016-08-02,2016-08-02,,
20BXT,Reserved,,2016-07-23,2016-07-23,,2009-03-20
20BXU,Reserved,,2016-07-23,2016-07-23,,2009-11-13
20BYB,Reserved,,2016-07-23,2016-07-23,,2009-11-23
20BYD,Reserved,,2016-07-23,2016-07-23,,2009-11-23
20BYR,Reserved,,2016-07-23,2016-07-23,,2009-12-24
20BYU,Reserved,,2016-07-23,2016-07-23,,2010-01-08
20BYY,Reserved,,2016-07-23,2016-07-23,,2010-01-29
20BZF,Reserved,,2016-07-23,2017-06-16,,2010-02-14
20BZN,Reserved,,2016-07-23,2016-07-23,,2010-03-26
20BZP,Reserved,,2016-07-23,2016-07-23,,2010-03-31
20BZQ,Reserved,,2016-07-23,2016-07-23,,2010-03-31
20BZW,Reserved,,2016-08-02,2016-08-02,,
20CAF,Reserved,,2016-07-23,2016-07-23,,2008-04-29
20CAG,Reserved,,2016-07-23,2017-03-10,,2008-06-05
20CAX,Reserved,,2016-08-02,2016-08-02,,
20CBI,Reserved,,2016-07-23,2016-07-23,,2010-05-10
20CCE,Reserved,,2016-07-23,2016-07-23,,2010-07-07
20CCH,Reserved,,2016-08-02,2016-08-02,,
20CCI,Reserved,,2016-07-23,2016-08-02,,2010-07-26
20CCO,Reserved,,2016-08-02,2016-08-02,,
20CCT,Reserved,,2016-07-23,2016-07-23,,2010-08-16
20CCU,Reserved,,2016-07-23,2016-07-23,,2010-08-25
20CCZ,Reserved,,2016-08-02,2016-08-02,,
20CDA,Reserved,,2016-07-23,2016-08-02,,2010-10-02
20CDY,Reserved,,2016-07-23,2016-07-23,,2010-11-30
20CEQ,Reserved,,2016-08-02,2016-08-02,,
20CEV,Reserved,,2016-08-02,2016-08-02,,
20CFC,Reserved,,2016-08-02,2016-08-02,,
20CFJ,Reserved,,2016-07-23,2016-07-23,,2007-10-19
20CFO,Reserved,,2016-08-02,2016-08-02,,
20CFX,Reserved,,2016-07-23,2020-09-23,,2011-03-28
20CGD,Reserved,,2016-08-02,2016-08-02,,
20CGN,Reserved,,2016-08-02,2016-08-02,,
20CGO,Reserved,,2016-07-23,2016-08-02,,2011-03-31
20CGQ,Reserved,,2016-07-23,2016-07-23,,2011-05-22
20CHC,Reserved,,2016-08-02,2016-08-02,,
20CHE,Reserved,,2016-07-23,2016-07-23,,2011-07-14
20CHR,Reserved,,2016-08-02,2016-08-02,,
20CHX,Reserved,,2016-07-23,2016-07-23,,2011-08-07
20CIB,Reserved,,2016-07-23,2016-07-23,,2011-10-05
20CIE,Reserved,,2016-08-02,2016-08-02,,
20CIF,Reserved,,2016-07-23,2016-08-02,,2011-10-19
20CIU,Reserved,,2016-07-23,2016-07-23,,2011-12-03
20CJE,Reserved,,2016-07-23,2016-07-23,,2006-04-20
20CJI,Reserved,,2016-07-23,2019-04-11,,2011-12-19
20CJL,Reserved,,2016-08-02,2016-08-02,,
20CJX,Reserved,,2016-07-23,2016-07-23,,2006-09-27
20CKH,Reserved,,2016-08-02,2016-08-02,,
20CMJ,Reserved,,2016-08-02,2016-08-02,,
20CNI,Reserved,,2016-07-23,2016-07-23,,2012-06-27
20CNO,Reserved,,2016-07-23,2016-07-23,,2012-07-08
20CNR,Reserved,,2016-07-23,2016-12-06,,2012-03-28
20COE,Reserved,,2016-07-23,2016-07-23,,2012-07-30
20COG,Reserved,,2016-08-02,2016-08-02,,
20COH,Reserved,,2016-07-23,2016-12-06,,2012-08-16
20COZ,Reserved,,2016-08-02,2016-08-02,,
20CPC,Reserved,,2016-08-02,2016-08-02,,
20CPH,Reserved,,2016-08-02,2016-08-02,,
20CPO,Reserved,,2016-07-23,2017-02-21,,2011-02-07
20CPQ,Reserved,,2016-07-23,2018-06-20,,2012-10-23
20CPT,Reserved,,2016-07-23,2016-07-23,,2010-03-03
20CPY,Reserved,,2016-07-23,2016-07-23,,2012-11-20
20CPZ,Reserved,,2016-07-23,2017-10-06,,2012-11-28
20CQF,Reserved,,2016-07-23,2016-07-23,,2012-11-30
20CQK,Reserved,,2016-07-23,2020-06-24,,2012-12-05
20CQU,Reserved,,2016-08-02,2016-08-02,,
20CRA,Reserved,,2016-08-02,2016-08-02,,
20CRO,Reserved,,2016-07-23,2016-07-23,,2011-01-24
20CRW,Reserved,,2016-08-02,2016-08-02,,
20CRY,Reserved,,2016-08-12,2016-08-12,,
20CSB,Reserved,,2016-07-23,2016-07-23,,2012-10-18
20CSM,Reserved,,2016-07-23,2017-06-17,,2012-05-08
20CSP,Reserved,,2016-07-23,2016-07-23,,2012-11-14
20CST,Reserved,,2016-08-02,2016-08-02,,
20CUD,Reserved,,2016-08-02,2016-08-02,,
20CUG,Reserved,,2016-07-23,2016-07-23,,2013-05-28
20CUT,Reserved,,2016-07-23,2016-07-23,,2009-04-05
20CUX,Reserved,,2016-07-23,2016-08-10,,2013-06-12
20CVH,Reserved,,2016-07-23,2016-07-23,,2013-07-02
20CVS,Reserved,,2016-07-23,2016-07-23,,2013-07-17
20CWA,Reserved,,2016-07-23,2016-07-23,,2011-06-13
20CWF,Reserved,,2016-07-23,2018-02-21,,2013-08-27
20CWH,Reserved,,2016-07-23,2016-07-23,,2009-12-11
20CXB,Reserved,,2016-07-23,2016-07-23,,2004-10-17
20CXF,Reserved,,2016-07-23,2016-08-11,,2013-12-11
20CXT,Reserved,,2016-07-23,2016-07-23,,2013-12-23
20CXX,Reserved,,2016-07-23,2016-07-23,,2014-01-03
20CYG,Reserved,,2016-08-12,2016-08-12,,
20CYI,Reserved,,2016-07-23,2016-10-21,,2014-03-12
20CZB,Reserved,,2016-07-23,2016-07-23,,2014-05-04
20CZF,Reserved,,2016-07-23,2017-03-22,,2014-05-09
20CZL,Reserved,,2016-07-23,2016-07-23,,2014-05-14
20CZM,Reserved,,2016-07-23,2019-11-27,,2014-05-15
20DAE,Reserved,,2016-07-23,2016-07-23,,2008-04-30
20DAN,Reserved,,2016-08-12,2016-08-12,,
20DAU,Reserved,,2016-07-23,2016-08-02,,2009-01-23
20DBF,Reserved,,2016-07-23,2016-07-23,,2009-12-06
20DBG,Reserved,,2016-07-23,2016-07-23,,2009-12-06
20DCI,Reserved,,2016-08-02,2016-08-02,,
20DCR,Reserved,,2016-07-23,2016-07-23,,2004-02-26
20DCT,Reserved,,2016-08-12,2016-08-12,,
20DCW,Reserved,,2016-07-23,2016-07-23,,2013-12-04
20DCY,Reserved,,2016-07-23,2019-04-06,,2013-04-02
20DDA,Reserved,,2016-08-02,2016-08-02,,
20DDI,Reserved,,2016-07-23,2016-07-23,,2014-06-30
20DDK,Reserved,,2016-07-23,2018-09-07,,2013-12-19
20DDM,Reserved,,2016-07-23,2017-06-02,,2009-02-18
20DDQ,Reserved,,2016-07-23,2016-07-23,,2014-07-07
20DDX,Reserved,,2016-07-23,2016-08-10,,2004-05-07
20DEA,Reserved,,2016-08-02,2016-08-02,,
20DEF,Reserved,,2016-08-12,2016-08-12,,
20DEJ,Reserved,,2016-07-23,2016-07-23,,2014-07-17
20DEN,Reserved,,2016-08-12,2016-08-12,,
20DEW,Reserved,,2016-07-23,2016-07-23,,2014-08-03
20DEY,Reserved,,2016-08-02,2016-08-02,,
20DFC,Reserved,,2016-07-23,2016-07-23,,2014-08-31
20DFD,Reserved,,2016-07-23,2016-08-12,,2014-08-31
20DFE,Reserved,,2016-08-12,2016-08-12,,
20DFH,Reserved,,2016-07-23,2016-07-23,,2012-06-06
20DFX,Reserved,,2016-08-02,2016-08-02,,
20DFZ,Reserved,,2016-07-23,2016-07-23,,2014-10-16
20DGK,Reserved,,2016-07-23,2016-07-23,,2010-07-29
20DGW,Reserved,,2016-08-02,2016-08-02,,
20DHD,Reserved,,2016-07-23,2019-11-29,,2014-12-18
20DHM,Reserved,,2016-07-23,2016-07-23,,2014-12-30
20DHP,Reserved,,2016-08-02,2016-08-02,,
20DIN,Reserved,,2016-07-23,2019-02-15,,2009-04-01
20DIO,Reserved,,2016-08-02,2016-08-02,,
20DJA,Reserved,,2016-08-02,2016-08-02,,
20DJK,Reserved,,2016-08-02,2016-08-02,,
20DJL,Reserved,,2016-07-23,2016-08-02,,2013-03-22
20DKT,Reserved,,2016-07-23,2019-06-01,,2015-05-11
20DLB,Reserved,,2016-08-12,2016-08-12,,
20DLH,Reserved,,2016-07-23,2019-12-16,,2006-05-09
20DLN,Reserved,,2016-08-02,2016-08-02,,
20DLU,Reserved,,2016-07-23,2016-07-23,,2015-06-03
20DLW,Reserved,,2016-08-02,2016-08-02,,
20DMK,Reserved,,2016-07-23,2016-07-23,,2009-03-30
20DMR,Reserved,,2016-08-02,2016-08-02,,
20DMZ,Reserved,,2016-08-02,2016-08-02,,
20DND,Reserved,,2016-08-02,2016-08-02,,
20DNG,Reserved,,2016-08-02,2016-08-02,,
20DNP,Reserved,,2016-08-12,2016-08-12,,
20DOH,Reserved,,2016-08-02,2016-08-02,,
20DON,Reserved,,2016-08-12,2016-08-12,,
20DOV,Reserved,,2016-07-23,2016-07-23,,2015-07-29
20DOY,Reserved,,2016-07-23,2016-07-23,,2014-04-22
20DPA,Reserved,,2016-07-23,2016-07-23,,2007-12-12
20DPB,Reserved,,2016-07-23,2016-08-12,,2011-03-22
20DPC,Reserved,,2016-08-12,2016-08-12,,
20DPF,Reserved,,2016-07-23,2018-05-18,,2015-08-06
20DPM,Reserved,,2016-08-12,2016-08-12,,
20DPN,Reserved,,2016-07-23,2016-08-12,,2015-08-20
20DQA,Reserved,,2016-07-23,2018-09-22,,2015-09-14
20DQC,Reserved,,2016-07-23,2016-07-23,,2015-09-27
20DQG,Reserved,,2016-07-23,2017-12-15,,2015-10-22
20DQS,Reserved,,2016-08-02,2016-08-02,,
20DRC,Reserved,,2016-08-02,2016-08-02,,
20DRF,Reserved,,2016-07-23,2016-07-23,,2013-02-15
20DRV,Reserved,,2016-08-02,2016-08-02,,
20DSE,Reserved,,2016-07-23,2020-02-26,,2015-07-08
20DSN,Reserved,,2016-07-23,2016-07-23,,2012-11-22
20DST,Reserved,,2016-07-23,2016-07-23,,2015-04-09
20DTT,Reserved,,2016-08-12,2016-08-12,,
20DUV,Reserved,,2016-07-23,2016-07-23,,2016-03-15
20DVC,Reserved,,2016-07-23,2016-07-23,,2009-04-27
20DVG,Reserved,,2016-08-12,2016-08-12,,
20DVH,Reserved,,2016-07-23,2016-08-12,,2012-12-11
20DWL,Reserved,,2016-08-02,2016-08-02,,
20DXA,Reserved,,2016-07-23,2018-05-10,,2011-07-21
20DXF,Reserved,,2016-07-23,2016-07-23,,2014-03-19
20DYI,Reserved,,2016-07-23,2017-02-20,,2016-06-19
20DYK,Reserved,,2016-07-23,2017-03-16,,2016-06-21
20DYL,Reserved,,2016-07-23,2017-09-20,,2016-06-27
20DYZ,Reserved,,2016-08-12,2016-09-28,,
20DZK,Reserved,,2016-10-12,2016-10-25,,2016-10-12
20EAM,Reserved,,2016-07-23,2016-07-23,,2004-03-01
20EBF,Reserved,,2016-07-23,2017-03-01,,2014-03-25
20EBH,Reserved,,2016-11-04,2016-11-09,,2016-11-04
20EBI,Reserved,,2016-11-06,2016-11-07,,2016-11-06
20ECC,Available,,2016-08-02,2019-03-28,,
20EDD,Reserved,,2016-07-23,2016-11-30,,2005-08-23
20EDE,Reserved,,2016-07-23,2020-08-17,,2009-07-23
20EDH,Reserved,,2016-12-05,2018-06-05,,2016-12-05
20EED,Reserved,,2016-07-23,2016-12-13,,2005-11-14
20EEK,Reserved,,2016-07-23,2017-11-27,,2013-06-13
20EFB,Reserved,,2016-07-23,2016-07-23,,2005-05-05
20EFE,Reserved,,2016-08-02,2017-01-13,,
20EFJ,Reserved,,2017-01-29,2017-01-30,,2017-01-29
20EFV,Reserved,,2017-02-04,2020-05-24,,2017-02-04
20EFX,Reserved,,2016-07-23,2017-02-10,,2010-11-24
20EGA,Reserved,,2017-02-12,2017-02-17,,2017-02-12
20EGB,Reserved,,2016-08-12,2017-02-13,,
20EGC,Reserved,,2017-02-13,2017-06-16,,2017-02-13
20EGT,Reserved,,2016-08-02,2017-03-19,,
20EHL,Reserved,,2017-04-06,2017-04-10,,2017-04-06
20EHZ,Reserved,,2016-07-23,2020-10-16,,2015-04-08
20EIW,Reserved,,2016-08-12,2017-05-24,,
20EJU,Reserved,,2016-07-23,2017-06-14,,2014-10-31
20EKE,Reserved,,2017-06-22,2019-07-15,,2017-06-22
20EKH,Reserved,,2016-08-02,2017-06-23,,
20EKO,Reserved,,2017-07-04,2018-02-14,,2017-07-04
20ELB,Reserved,,2017-08-12,2019-06-26,,2017-08-12
20ELC,Reserved,,2016-08-02,2017-08-12,,
20ELV,Reserved,,2016-08-02,2017-09-27,,
20ELY,Reserved,,2016-08-02,2017-09-28,,
20EMD,Reserved,,2016-08-12,2016-08-12,,
20EMI,Reserved,,2016-07-23,2017-10-04,,2005-11-28
20EMS,Reserved,,2016-07-23,2016-07-23,,2012-06-08
20EMV,Reserved,,2016-08-02,2016-08-02,,
20EMY,Reserved,,2017-10-11,2019-08-01,,2017-10-11
20ENO,Reserved,,2016-08-12,2016-08-12,,
20EOT,Reserved,,2017-11-29,2017-12-21,,2017-11-29
20EPW,Reserved,,2016-08-02,2018-01-28,,
20ERA,Reserved,,2016-07-23,2018-03-22,,2010-11-11
20ERN,Reserved,,2016-08-12,2017-02-28,,
20ERR,Reserved,,2018-03-28,2018-06-05,,2018-03-28
20ESP,Reserved,,2016-08-02,2018-04-05,,
20ESW,Reserved,,2016-08-02,2017-04-21,,
20ETX,Reserved,,2016-08-12,2018-05-02,,
20EUE,Reserved,,2018-05-22,2018-06-06,,2018-05-22
20EUK,Reserved,,2016-08-02,2018-06-16,,
20EUS,Reserved,,2016-08-02,2018-06-21,,
20EVB,Reserved,,2016-07-23,2020-06-02,,2014-09-22
20EVK,Reserved,,2016-07-23,2017-11-08,,2004-02-06
20EVS,Reserved,,2016-07-23,2019-11-07,,2014-10-15
20EWA,Reserved,,2016-07-23,2018-07-28,,2012-05-30
20EWE,Reserved,,2016-07-23,2018-07-28,,2005-03-24
20EWP,Reserved,,2016-08-02,2018-08-03,,
20EXD,Reserved,,2016-08-12,2016-08-12,,
20EXE,Reserved,,2016-08-02,2018-08-22,,
20EXR,Reserved,,2016-07-23,2018-09-09,,2005-12-20
20EXS,Reserved,,2016-07-23,2018-09-11,,2005-12-22
20EYJ,Available,,2018-10-04,2018-10-09,,
20EYQ,Reserved,,2016-07-23,2018-10-17,,2015-02-27
20EYX,Reserved,,2016-08-12,2018-10-24,,
20EZI,Reserved,,2016-07-23,2018-10-27,,2004-09-03
20FAK,Reserved,,2016-07-23,2016-07-23,,2011-04-13
20FAT,Reserved,,2016-08-02,2016-08-02,,
20FBI,Reserved,,2016-08-02,2018-11-09,,
20FBS,Reserved,,2016-07-23,2018-11-10,,2011-07-19
20FCW,Reserved,,2016-08-02,2018-12-02,,
20FDJ,Reserved,,2016-08-02,2018-12-18,,
20FDQ,Reserved,,2018-12-20,2018-12-20,,2018-12-20
20FER,Reserved,,2016-07-23,2019-01-15,,2011-09-22
20FEU,Reserved,,2016-08-12,2019-01-23,,
20FFF,Reserved,,2016-07-23,2016-07-23,,2012-04-30
20FFH,Reserved,,2016-07-23,2019-02-02,,2004-03-31
20FFR,Reserved,,2016-07-23,2016-10-03,,2005-12-20
20FGS,Reserved,,2019-03-20,2019-09-11,,2019-03-20
20FIL,Reserved,,2016-08-02,2019-04-29,,
20FIM,Reserved,,2019-04-29,2019-11-26,,2019-04-29
20FIX,Reserved,,2016-08-02,2019-05-03,,
20FJM,Reserved,,2016-08-12,2019-05-20,,
20FJS,Reserved,,2016-07-23,2019-05-22,,2006-11-07
20FKG,Reserved,,2016-07-23,2019-06-01,,2004-12-09
20FKV,Reserved,,2016-07-23,2019-06-13,,2015-11-20
20FMF,Reserved,,2016-07-23,2016-07-23,,2005-08-22
20FNR,Reserved,,2019-08-26,2019-08-27,,2019-08-26
20FOZ,Reserved,,2016-08-02,2016-08-02,,
20FPC,Reserved,,2016-07-23,2019-09-09,,2007-05-05
20FPD,Reserved,,2019-09-09,2019-09-09,,2019-09-09
20FPK,Reserved,,2016-07-23,2019-09-17,,2011-04-03
20FPM,Reserved,,2019-09-30,2019-10-02,,2019-09-30
20FRV,Reserved,,2016-08-02,2017-02-03,,
20FRX,Reserved,,2016-08-12,2016-08-12,,
20FRZ,Reserved,,2016-08-02,2020-02-26,,
20FSF,Reserved,,2016-07-23,2018-11-27,,2005-01-20
20FSR,Reserved,,2016-08-02,2020-03-09,,
20FTF,Reserved,,2016-11-25,2020-04-06,,2016-11-25
20FUM,Reserved,,2020-08-18,2020-08-19,,2020-08-18
20FUW,Reserved,,2016-08-02,2020-08-21,,
20FVD,Reserved,,2016-08-02,2020-08-22,,
20FVE,Reserved,,2020-08-22,2020-08-23,,2020-08-22
20FVM,Reserved,,2016-08-02,2020-08-24,,
20FWO,Reserved,,2016-08-12,2020-08-30,,
20FXB,Reserved,,2016-08-02,2020-09-03,,
20FXC,Reserved,,2019-11-28,2019-12-17,,2019-11-28
20FXD,Reserved,,2016-10-12,2019-11-28,,2016-10-12
20FYQ,Reserved,,2016-07-23,2020-09-18,,2016-03-03
20FZN,Reserved,,2020-09-30,2020-10-12,,2020-09-30
20GAA,Reserved,,2016-07-23,2020-10-06,,2008-12-17
20GAJ,Reserved,,2016-07-23,2016-07-23,,2010-04-08
20GAS,Reserved,,2016-07-23,2016-07-23,,2005-04-30
20GAX,Reserved,,2016-08-02,2016-08-02,,
20GBS,Reserved,,2016-07-23,2016-07-23,,2009-01-22
20GBW,Reserved,,2016-08-02,2016-08-02,,
20GCQ,Reserved,,2016-08-12,2016-08-12,,
20GCT,Reserved,,2016-07-23,2016-07-23,,2008-01-28
20GCX,Reserved,,2016-08-02,2016-08-02,,
20GDE,Reserved,,2016-07-23,2016-07-23,,2010-06-24
20GDW,Reserved,,2016-07-23,2020-10-06,,2012-06-26
20GDZ,Reserved,,2016-07-23,2020-10-06,,2013-06-13
20GEO,Reserved,,2016-07-23,2020-10-06,,2011-02-23
20GFP,Reserved,,2016-07-23,2020-10-15,,2008-06-29
20GIS,Reserved,,2016-07-23,2016-07-23,,2008-04-01
20GIV,Reserved,,2016-07-23,2016-07-28,,2008-12-08
20GIZ,Reserved,,2016-07-23,2016-07-23,,2007-07-01
20GJB,Reserved,,2016-08-12,2016-08-12,,
20GJO,Reserved,,2016-07-23,2016-07-23,,2010-04-20
20GJS,Reserved,,2016-07-23,2016-07-23,,2006-10-27
20GKS,Reserved,,2016-07-23,2020-09-16,,2009-12-01
20GKX,Available,,2019-06-18,2019-07-19,,
20GLQ,Reserved,,2019-08-21,2020-08-26,,2019-08-21
20GLU,Reserved,,2016-08-02,2016-08-02,,
20GMC,Reserved,,2016-07-23,2016-07-23,,2006-03-21
20GML,Reserved,,2016-08-02,2016-10-18,,
20GMO,Reserved,,2016-07-23,2017-07-17,,2008-12-18
20GMR,Reserved,,2016-08-02,2016-08-02,,
20GNP,Reserved,,2016-08-02,2016-08-02,,
20GOR,Reserved,,2016-07-23,2016-07-23,,2010-11-05
20GPZ,Reserved,,2016-08-02,2016-08-02,,
20GSI,Reserved,,2016-08-02,2017-06-09,,
20GSS,Reserved,,2016-07-23,2016-07-23,,2007-06-06
20GSY,Reserved,,2016-08-02,2016-08-02,,
20GTC,Reserved,,2016-08-12,2019-03-28,,
20GTX,Reserved,,2016-08-02,2016-08-02,,
20GUM,Reserved,,2016-08-12,2016-08-12,,
20GUZ,Reserved,,2016-08-02,2016-08-02,,
20GVG,Reserved,,2016-07-23,2018-11-15,,2003-12-05
20GVL,Reserved,,2016-08-02,2016-08-02,,
20GWH,Reserved,,2016-07-23,2020-09-12,,2010-05-10
20GWT,Reserved,,2016-07-23,2016-07-23,,2010-02-02
20GWW,Reserved,,2016-07-23,2016-07-23,,2008-07-22
20GXH,Reserved,,2016-08-02,2018-12-19,,
20GXN,Reserved,,2016-07-23,2020-01-03,,2000-09-29
20GXO,Reserved,,2016-07-23,2016-07-23,,2011-07-14
20GXR,Reserved,,2016-08-02,2019-03-29,,
20GXU,Reserved,,2016-08-02,2016-12-13,,
20GYD,Reserved,,2016-08-02,2016-08-02,,
20GYS,Reserved,,2016-07-23,2020-09-23,,2004-03-04
20GYT,Reserved,,2017-11-22,2018-03-01,,2017-11-22
20GZC,Available,,2018-05-31,2018-07-01,,
20GZO,Reserved,,2017-12-18,2020-08-29,,2017-12-18
20GZS,Reserved,,2016-08-02,2016-08-02,,
20GZV,Reserved,,2016-08-02,2016-08-02,,
20HAA,Reserved,,2016-08-02,2018-02-01,,
20HAM,Reserved,,2016-08-02,2016-08-02,,
20HBM,Available,,2016-11-17,2016-12-18,,
20HBN,Reserved,,2016-07-23,2016-11-17,,2004-10-01
20HBS,Reserved,,2016-08-12,2020-09-23,,
20HCK,Reserved,,2016-08-12,2016-08-12,,
20HDG,Reserved,,2016-07-23,2020-01-31,,2013-04-02
20HDH,Reserved,,2016-08-02,2016-08-02,,
20HDN,Reserved,,2016-07-23,2016-07-23,,2005-05-25
20HDS,Reserved,,2016-07-23,2020-09-04,,2013-04-02
20HEB,Reserved,,2016-07-23,2020-10-13,,2004-12-14
20HEY,Reserved,,2016-08-12,2016-08-12,,
20HFI,Reserved,,2016-08-02,2016-08-02,,
20HGN,Reserved,,2016-08-02,2016-11-09,,
20HJR,Reserved,,2016-07-23,2016-07-23,,2014-11-14
20HKN,Reserved,,2016-08-02,2020-10-21,,
20HKY,Reserved,,2016-08-02,2016-08-02,,
20HLK,Reserved,,2016-08-02,2016-08-02,,
20HLT,Reserved,,2016-08-02,2016-08-02,,
20HLW,Reserved,,2016-08-02,2020-09-03,,
20HMD,Reserved,,2016-07-23,2019-04-04,,2004-12-14
20HMH,Reserved,,2016-07-23,2016-12-13,,2008-11-16
20HMJ,Reserved,,2016-07-23,2016-07-23,,2013-04-30
20HOW,Reserved,,2016-07-23,2019-05-16,,2010-10-26
20HPA,Reserved,,2016-08-02,2016-08-02,,
20HRC,Reserved,,2016-08-02,2017-02-28,,
20HRU,Reserved,,2016-08-02,2018-12-18,,
20HTQ,Reserved,,2016-08-02,2016-11-09,,
20HUB,Reserved,,2016-10-12,2018-02-19,,2016-10-12
20HUG,Reserved,,2016-08-12,2017-11-03,,
20HUO,Reserved,,2016-08-02,2016-08-02,,
20HVS,Reserved,,2016-08-12,2016-08-12,,
20HWD,Reserved,,2016-07-23,2017-07-03,,2014-11-04
20HWM,Reserved,,2016-07-23,2016-07-23,,2008-03-12
20HWP,Reserved,,2016-08-02,2019-04-13,,
20HZI,Reserved,,2018-02-09,2020-05-21,,2018-02-09
20IAC,Reserved,,2016-08-02,2016-08-02,,
20IAM,Reserved,,2016-08-02,2016-08-02,,
20IAT,Reserved,,2016-07-23,2016-07-23,,2010-04-21
20ICW,Reserved,,2016-08-02,2017-07-21,,
20IDB,Reserved,,2016-08-12,2016-08-12,,
20IDG,Reserved,,2016-08-02,2019-07-27,,
20IDX,Reserved,,2016-08-02,2016-08-02,,
20IEK,Reserved,,2016-07-23,2016-07-23,,2006-07-03
20IFU,Reserved,,2016-08-02,2017-06-25,,
20IGB,Reserved,,2016-07-23,2016-11-16,,2007-11-01
20IGR,Reserved,,2016-08-02,2016-08-02,,
