Value,Status,Type,Call Sign MMSI: Created Date,Call Sign MMSI: Last Modified Date,Reserved to Date,Licence Cancel Date
G1TMD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TND,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TNE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TNO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TOF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TOH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TOI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TOQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TOT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TOW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TOZ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1TPG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TPH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TPI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TPJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TPK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TPP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TPU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TPY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TQB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TQM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TQX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TQZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TRC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TRK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TRN,Reserved,Call Sign - Amateur,2016-08-12,2020-03-31,,
G1TRO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TRT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TSM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TSU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TSX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TTE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TTI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TTJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TUB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TUN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TUP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TUR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TUX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TUY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TVA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TVC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1TVD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TVH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1TVN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TVR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TWB,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1TWD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TWG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TWI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TWN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TWQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TWX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXE,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1TXF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TXW,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1TYB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TYF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TYK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TYQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TYS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TYT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TYX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TYZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TZB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TZF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TZQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TZS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TZX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TZY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAE,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UAH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UAX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UBE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UBF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UBG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UBO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UBY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UBZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UCB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UCD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UCH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UCJ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UCL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UCM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UCQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UDC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UDJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UDN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UDP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UEF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UEI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UER,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UES,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UFE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UFF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UFG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UFK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UFU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UFV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UGD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UGF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UGI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UGK,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UGS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UHG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UHJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UHL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UHR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UHW,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UIA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UIE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UIG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UIH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UII,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UIL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UIM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UIU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UIY,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UJD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UJE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UJL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UJN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UJP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UJQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UJR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UKC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UKF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UKL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UKO,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1ULC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ULD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ULE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ULI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ULJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ULK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ULT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ULY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UMJ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1UMK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UMU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1UNA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UNC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UNV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UNX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UNZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UOX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UPZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UQA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UQG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UQI,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1UQJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UQR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UQV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UQW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1URO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1URX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1USH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1USP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1USQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1USU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1USX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UTE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UTG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UTK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UTO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UTQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UTW,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1UTX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UTY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UUB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UUR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UUX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UVZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UWZ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1UXD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UXJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UXL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UXN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UXO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UXR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UXV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UYF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UYH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UYK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UYL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1UYN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UYR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UZE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UZF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UZG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UZO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UZP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UZR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1UZX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VAX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VBG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VBK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VBT,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1VBU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VCB,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1VCE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VCF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VCG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VCI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VCM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VCV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VCY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VDU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VEH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VEJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VEM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VEN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VEO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VER,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VET,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VEU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1VFB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VFH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VFI,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1VFT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VFV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VFX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VFZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VGB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VGC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1VGG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VGH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1VGJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VGN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VGW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VGX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VGY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1VHO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VHZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VIB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VIH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1VJP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VJX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VKH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VKL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VKU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VKW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VKX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VKY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VLZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VMI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VMK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VMP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VND,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VNG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VNK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VNR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VNW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VNY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VOD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VOF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1VOH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
