callsign,status,licence_class,last_modified_date
M7GPC,Allocated,Amateur Foundation Radio Licence,2021-04-23
M7GPE,Allocated,Amateur Foundation Radio Licence,2023-01-13
M7GPF,Allocated,Amateur Foundation Radio Licence,2023-01-13
M7GPG,Reserved,Amateur Foundation Radio Licence,2021-09-02
M7GPH,Allocated,Amateur Foundation Radio Licence,2022-07-01
M7GPI,Allocated,Amateur Foundation Radio Licence,2022-07-01
M7GPK,Allocated,Amateur Foundation Radio Licence,2021-02-17
M7GPL,Allocated,Amateur Foundation Radio Licence,2022-02-20
M7GPM,Allocated,Amateur Foundation Radio Licence,2021-05-17
M7GPO,Allocated,Amateur Foundation Radio Licence,2023-01-17
M7GPP,Allocated,Amateur Foundation Radio Licence,2023-01-17
M7GPR,Allocated,Amateur Foundation Radio Licence,2022-06-06
M7GPS,Allocated,Amateur Foundation Radio Licence,2022-01-31
M7GPT,Allocated,Amateur Foundation Radio Licence,2022-12-04
M7GPU,Allocated,Amateur Foundation Radio Licence,2023-08-03
M7GPV,Allocated,Amateur Foundation Radio Licence,2023-08-03
M7GPW,Allocated,Amateur Foundation Radio Licence,2023-08-03
M7GPX,Allocated,Amateur Foundation Radio Licence,2023-04-12
M7GPY,Allocated,Amateur Foundation Radio Licence,2021-02-10
M7GPZ,Allocated,Amateur Foundation Radio Licence,2020-08-10
M7GRA,Allocated,Amateur Foundation Radio Licence,2020-03-03
M7GRB,Allocated,Amateur Foundation Radio Licence,2020-10-06
M7GRC,Allocated,Amateur Foundation Radio Licence,2020-11-19
M7GRD,Allocated,Amateur Foundation Radio Licence,2020-10-06
M7GRE,Reserved,Amateur Foundation Radio Licence,2022-10-06
M7GRF,Reserved,Amateur Foundation Radio Licence,2021-02-09
M7GRG,Allocated,Amateur Foundation Radio Licence,2020-12-17
M7GRH,Allocated,Amateur Foundation Radio Licence,2020-09-04
M7GRI,Allocated,Amateur Foundation Radio Licence,2021-08-26
M7GRJ,Allocated,Amateur Foundation Radio Licence,2021-10-18
M7GRK,Allocated,Amateur Foundation Radio Licence,2022-04-08
M7GRL,Allocated,Amateur Foundation Radio Licence,2022-04-08
M7GRM,Allocated,Amateur Foundation Radio Licence,2022-09-24
M7GRN,Allocated,Amateur Foundation Radio Licence,2022-09-24
M7GRO,Allocated,Amateur Foundation Radio Licence,2022-09-24
M7GRP,Allocated,Amateur Foundation Radio Licence,2022-08-05
M7GRR,Allocated,Amateur Foundation Radio Licence,2022-01-04
M7GRS,Allocated,Amateur Foundation Radio Licence,2022-01-04
M7GRT,Allocated,Amateur Foundation Radio Licence,2021-07-23
M7GRU,Allocated,Amateur Foundation Radio Licence,2020-11-13
M7GRW,Allocated,Amateur Foundation Radio Licence,2022-11-11
M7GRX,Allocated,Amateur Foundation Radio Licence,2022-11-11
M7GRY,Allocated,Amateur Foundation Radio Licence,2022-11-11
M7GRZ,Allocated,Amateur Foundation Radio Licence,2023-06-23
M7GSA,Allocated,Amateur Foundation Radio Licence,2020-08-15
M7GSB,Allocated,Amateur Foundation Radio Licence,2022-02-07
M7GSC,Allocated,Amateur Foundation Radio Licence,2022-02-07
M7GSD,Allocated,Amateur Foundation Radio Licence,2022-02-07
M7GSE,Allocated,Amateur Foundation Radio Licence,2022-07-18
M7GSF,Allocated,Amateur Foundation Radio Licence,2022-07-18
M7GSI,Allocated,Amateur Foundation Radio Licence,2023-04-08
M7GSK,Allocated,Amateur Foundation Radio Licence,2021-03-24
M7GSL,Allocated,Amateur Foundation Radio Licence,2021-03-24
M7GSM,Allocated,Amateur Foundation Radio Licence,2021-03-24
M7GSO,Allocated,Amateur Foundation Radio Licence,2022-06-13
M7GSP,Allocated,Amateur Foundation Radio Licence,2020-06-26
M7GSR,Allocated,Amateur Foundation Radio Licence,2021-09-06
M7GSS,Allocated,Amateur Foundation Radio Licence,2023-07-25
M7GST,Allocated,Amateur Foundation Radio Licence,2022-09-07
M7GSW,Allocated,Amateur Foundation Radio Licence,2022-11-14
M7GSX,Allocated,Amateur Foundation Radio Licence,2022-05-15
M7GSY,Allocated,Amateur Foundation Radio Licence,2023-03-14
M7GTA,Allocated,Amateur Foundation Radio Licence,2021-02-18
M7GTB,Allocated,Amateur Foundation Radio Licence,2021-02-18
M7GTC,Allocated,Amateur Foundation Radio Licence,2021-02-18
M7GTD,Allocated,Amateur Foundation Radio Licence,2020-03-18
M7GTE,Allocated,Amateur Foundation Radio Licence,2022-10-21
M7GTF,Allocated,Amateur Foundation Radio Licence,2022-10-21
M7GTG,Allocated,Amateur Foundation Radio Licence,2023-02-22
M7GTH,Allocated,Amateur Foundation Radio Licence,2023-02-22
M7GTI,Allocated,Amateur Foundation Radio Licence,2023-02-22
M7GTJ,Allocated,Amateur Foundation Radio Licence,2021-11-01
M7GTL,Allocated,Amateur Foundation Radio Licence,2022-11-16
M7GTM,Allocated,Amateur Foundation Radio Licence,2023-07-18
M7GTN,Allocated,Amateur Foundation Radio Licence,2023-07-18
M7GTO,Allocated,Amateur Foundation Radio Licence,2023-07-18
M7GTP,Allocated,Amateur Foundation Radio Licence,2021-07-06
M7GTR,Allocated,Amateur Foundation Radio Licence,2020-05-28
M7GTS,Allocated,Amateur Foundation Radio Licence,2021-05-19
M7GTT,Allocated,Amateur Foundation Radio Licence,2021-05-19
M7GTV,Allocated,Amateur Foundation Radio Licence,2021-03-19
M7GTW,Allocated,Amateur Foundation Radio Licence,2023-08-12
M7GTX,Allocated,Amateur Foundation Radio Licence,2022-08-15
M7GTY,Allocated,Amateur Foundation Radio Licence,2020-11-07
M7GTZ,Allocated,Amateur Foundation Radio Licence,2023-04-06
M7GUB,Allocated,Amateur Foundation Radio Licence,2020-07-29
M7GUN,Allocated,Amateur Foundation Radio Licence,2019-05-24
M7GUP,Allocated,Amateur Foundation Radio Licence,2022-10-26
M7GUR,Allocated,Amateur Foundation Radio Licence,2021-01-30
M7GUS,Allocated,Amateur Foundation Radio Licence,2021-02-28
M7GUT,Allocated,Amateur Foundation Radio Licence,2023-07-31
M7GUU,Allocated,Amateur Foundation Radio Licence,2023-07-31
M7GUV,Allocated,Amateur Foundation Radio Licence,2023-07-31
M7GUY,Allocated,Amateur Foundation Radio Licence,2021-01-01
M7GVB,Allocated,Amateur Foundation Radio Licence,2020-08-13
M7GVE,Allocated,Amateur Foundation Radio Licence,2019-07-20
M7GVM,Allocated,Amateur Foundation Radio Licence,2023-05-22
M7GVP,Allocated,Amateur Foundation Radio Licence,2023-01-26
M7GVR,Allocated,Amateur Foundation Radio Licence,2021-10-12
M7GVS,Allocated,Amateur Foundation Radio Licence,2020-07-07
M7GVZ,Allocated,Amateur Foundation Radio Licence,2023-04-08
M7GWA,Allocated,Amateur Foundation Radio Licence,2023-04-08
M7GWB,Allocated,Amateur Foundation Radio Licence,2020-07-31
M7GWC,Allocated,Amateur Foundation Radio Licence,2021-01-21
M7GWD,Allocated,Amateur Foundation Radio Licence,2020-05-15
M7GWF,Allocated,Amateur Foundation Radio Licence,2021-11-24
M7GWH,Allocated,Amateur Foundation Radio Licence,2021-12-20
M7GWJ,Allocated,Amateur Foundation Radio Licence,2023-08-03
M7GWK,Allocated,Amateur Foundation Radio Licence,2023-08-03
M7GWM,Allocated,Amateur Foundation Radio Licence,2021-02-11
M7GWN,Allocated,Amateur Foundation Radio Licence,2021-02-11
M7GWR,Allocated,Amateur Foundation Radio Licence,2021-07-12
M7GWS,Allocated,Amateur Foundation Radio Licence,2021-07-12
M7GWT,Allocated,Amateur Foundation Radio Licence,2022-07-07
M7GWW,Allocated,Amateur Foundation Radio Licence,2020-07-30
M7GWX,Allocated,Amateur Foundation Radio Licence,2022-06-24
M7GWY,Allocated,Amateur Foundation Radio Licence,2022-06-24
M7GXB,Allocated,Amateur Foundation Radio Licence,2021-12-22
M7GXL,Allocated,Amateur Foundation Radio Licence,2022-09-09
M7GXN,Allocated,Amateur Foundation Radio Licence,2022-06-22
M7GXX,Allocated,Amateur Foundation Radio Licence,2021-05-26
M7GYB,Allocated,Amateur Foundation Radio Licence,2022-12-20
M7GYH,Allocated,Amateur Foundation Radio Licence,2021-03-10
M7GYN,Allocated,Amateur Foundation Radio Licence,2022-06-30
M7GYT,Allocated,Amateur Foundation Radio Licence,2022-12-03
M7GYZ,Allocated,Amateur Foundation Radio Licence,2023-04-05
M7GZA,Allocated,Amateur Foundation Radio Licence,2023-04-05
M7GZM,Allocated,Amateur Foundation Radio Licence,2023-03-30
M7GZO,Allocated,Amateur Foundation Radio Licence,2022-07-27
M7GZR,Allocated,Amateur Foundation Radio Licence,2021-01-10
M7GZV,Allocated,Amateur Foundation Radio Licence,2020-12-02
M7GZX,Allocated,Amateur Foundation Radio Licence,2020-06-15
M7GZZ,Allocated,Amateur Foundation Radio Licence,2020-07-11
M7HAB,Allocated,Amateur Foundation Radio Licence,2020-10-14
M7HAC,Allocated,Amateur Foundation Radio Licence,2021-12-18
M7HAD,Allocated,Amateur Foundation Radio Licence,2021-12-18
M7HAF,Allocated,Amateur Foundation Radio Licence,2020-07-09
M7HAH,Allocated,Amateur Foundation Radio Licence,2022-11-04
M7HAI,Allocated,Amateur Foundation Radio Licence,2022-11-04
M7HAK,Allocated,Amateur Foundation Radio Licence,2019-12-21
M7HAL,Allocated,Amateur Foundation Radio Licence,2019-12-21
M7HAM,Allocated,Amateur Foundation Radio Licence,2019-12-16
M7HAN,Allocated,Amateur Foundation Radio Licence,2019-12-16
M7HAP,Allocated,Amateur Foundation Radio Licence,2023-07-14
M7HAQ,Allocated,Amateur Foundation Radio Licence,2023-07-14
M7HAR,Allocated,Amateur Foundation Radio Licence,2022-05-14
M7HAS,Allocated,Amateur Foundation Radio Licence,2023-01-11
M7HAT,Allocated,Amateur Foundation Radio Licence,2020-05-27
M7HAW,Allocated,Amateur Foundation Radio Licence,2020-12-13
M7HAX,Allocated,Amateur Foundation Radio Licence,2021-04-09
M7HAY,Allocated,Amateur Foundation Radio Licence,2022-03-18
M7HAZ,Allocated,Amateur Foundation Radio Licence,2021-10-15
M7HBA,Allocated,Amateur Foundation Radio Licence,2022-01-13
M7HBB,Allocated,Amateur Foundation Radio Licence,2022-11-28
M7HBD,Allocated,Amateur Foundation Radio Licence,2019-03-15
M7HBF,Allocated,Amateur Foundation Radio Licence,2022-08-02
M7HBG,Allocated,Amateur Foundation Radio Licence,2023-02-23
M7HBK,Allocated,Amateur Foundation Radio Licence,2021-10-27
M7HBL,Allocated,Amateur Foundation Radio Licence,2021-10-27
M7HBR,Allocated,Amateur Foundation Radio Licence,2022-09-14
M7HBX,Allocated,Amateur Foundation Radio Licence,2020-08-11
M7HBY,Allocated,Amateur Foundation Radio Licence,2022-04-17
M7HCA,Allocated,Amateur Foundation Radio Licence,2022-04-07
M7HCB,Allocated,Amateur Foundation Radio Licence,2023-05-08
M7HCC,Allocated,Amateur Foundation Radio Licence,2023-05-08
M7HCF,Allocated,Amateur Foundation Radio Licence,2021-03-17
M7HCG,Allocated,Amateur Foundation Radio Licence,2021-09-18
M7HCI,Allocated,Amateur Foundation Radio Licence,2021-01-26
M7HCK,Allocated,Amateur Foundation Radio Licence,2022-12-23
M7HCL,Allocated,Amateur Foundation Radio Licence,2020-08-04
M7HCM,Allocated,Amateur Foundation Radio Licence,2021-09-10
M7HCN,Allocated,Amateur Foundation Radio Licence,2021-09-10
M7HCY,Allocated,Amateur Foundation Radio Licence,2022-01-21
M7HDB,Allocated,Amateur Foundation Radio Licence,2021-04-12
M7HDC,Allocated,Amateur Foundation Radio Licence,2022-04-05
M7HDD,Allocated,Amateur Foundation Radio Licence,2021-11-06
M7HDG,Allocated,Amateur Foundation Radio Licence,2020-06-13
M7HDI,Allocated,Amateur Foundation Radio Licence,2022-09-22
M7HDJ,Allocated,Amateur Foundation Radio Licence,2021-03-15
M7HDL,Allocated,Amateur Foundation Radio Licence,2019-08-29
M7HDM,Allocated,Amateur Foundation Radio Licence,2019-08-29
M7HDP,Allocated,Amateur Foundation Radio Licence,2020-10-01
M7HDR,Allocated,Amateur Foundation Radio Licence,2022-03-14
M7HDS,Allocated,Amateur Foundation Radio Licence,2021-01-21
M7HDX,Allocated,Amateur Foundation Radio Licence,2020-10-09
M7HDZ,Allocated,Amateur Foundation Radio Licence,2021-12-16
M7HEA,Available,Amateur Foundation Radio Licence,2022-01-16
M7HEC,Allocated,Amateur Foundation Radio Licence,2020-08-08
M7HED,Allocated,Amateur Foundation Radio Licence,2020-08-08
M7HEF,Allocated,Amateur Foundation Radio Licence,2022-09-07
M7HEG,Allocated,Amateur Foundation Radio Licence,2022-09-07
M7HEJ,Allocated,Amateur Foundation Radio Licence,2023-01-17
M7HEL,Allocated,Amateur Foundation Radio Licence,2021-02-04
M7HEM,Allocated,Amateur Foundation Radio Licence,2021-05-01
M7HEN,Allocated,Amateur Foundation Radio Licence,2021-05-01
M7HER,Reserved,Amateur Foundation Radio Licence,2021-11-08
M7HES,Allocated,Amateur Foundation Radio Licence,2021-02-20
M7HEW,Allocated,Amateur Foundation Radio Licence,2019-06-07
M7HEX,Allocated,Amateur Foundation Radio Licence,2020-12-04
M7HEY,Allocated,Amateur Foundation Radio Licence,2020-12-04
M7HEZ,Allocated,Amateur Foundation Radio Licence,2020-12-04
M7HFB,Allocated,Amateur Foundation Radio Licence,2023-04-12
M7HFC,Allocated,Amateur Foundation Radio Licence,2023-04-12
M7HFD,Allocated,Amateur Foundation Radio Licence,2021-11-08
M7HFE,Allocated,Amateur Foundation Radio Licence,2021-11-08
M7HFY,Allocated,Amateur Foundation Radio Licence,2022-08-17
M7HGF,Allocated,Amateur Foundation Radio Licence,2020-08-04
M7HGI,Allocated,Amateur Foundation Radio Licence,2022-03-10
M7HGK,Allocated,Amateur Foundation Radio Licence,2019-03-12
M7HGM,Allocated,Amateur Foundation Radio Licence,2023-03-03
M7HGN,Allocated,Amateur Foundation Radio Licence,2023-03-03
M7HGO,Allocated,Amateur Foundation Radio Licence,2023-03-03
M7HGS,Allocated,Amateur Foundation Radio Licence,2019-04-20
M7HGV,Allocated,Amateur Foundation Radio Licence,2018-10-17
M7HHA,Allocated,Amateur Foundation Radio Licence,2021-01-22
M7HHC,Allocated,Amateur Foundation Radio Licence,2020-11-26
M7HHH,Allocated,Amateur Foundation Radio Licence,2023-08-11
M7HHI,Allocated,Amateur Foundation Radio Licence,2023-08-11
M7HHK,Allocated,Amateur Foundation Radio Licence,2020-01-12
M7HHS,Allocated,Amateur Foundation Radio Licence,2020-07-21
M7HHY,Allocated,Amateur Foundation Radio Licence,2023-08-12
M7HHZ,Allocated,Amateur Foundation Radio Licence,2023-08-12
M7HIC,Allocated,Amateur Foundation Radio Licence,2021-02-20
M7HIG,Allocated,Amateur Foundation Radio Licence,2019-06-02
M7HIJ,Allocated,Amateur Foundation Radio Licence,2020-11-27
M7HIL,Allocated,Amateur Foundation Radio Licence,2020-10-16
M7HIM,Allocated,Amateur Foundation Radio Licence,2021-02-26
M7HIN,Allocated,Amateur Foundation Radio Licence,2021-02-26
M7HIP,Allocated,Amateur Foundation Radio Licence,2022-08-01
M7HIR,Allocated,Amateur Foundation Radio Licence,2022-11-09
M7HIT,Allocated,Amateur Foundation Radio Licence,2020-08-01
M7HIX,Allocated,Amateur Foundation Radio Licence,2020-10-02
M7HJB,Allocated,Amateur Foundation Radio Licence,2020-12-19
M7HJE,Allocated,Amateur Foundation Radio Licence,2021-12-18
M7HJF,Allocated,Amateur Foundation Radio Licence,2021-12-18
M7HJH,Allocated,Amateur Foundation Radio Licence,2020-03-24
M7HJL,Allocated,Amateur Foundation Radio Licence,2021-03-26
M7HJM,Allocated,Amateur Foundation Radio Licence,2021-03-26
M7HJO,Allocated,Amateur Foundation Radio Licence,2023-04-12
M7HJP,Allocated,Amateur Foundation Radio Licence,2023-04-12
M7HJR,Allocated,Amateur Foundation Radio Licence,2022-01-26
M7HJS,Allocated,Amateur Foundation Radio Licence,2021-03-06
M7HJT,Allocated,Amateur Foundation Radio Licence,2021-03-06
M7HJW,Allocated,Amateur Foundation Radio Licence,2022-07-28
M7HKA,Allocated,Amateur Foundation Radio Licence,2021-06-23
M7HKE,Allocated,Amateur Foundation Radio Licence,2019-01-12
M7HKG,Allocated,Amateur Foundation Radio Licence,2022-07-02
M7HKN,Allocated,Amateur Foundation Radio Licence,2022-02-03
M7HKP,Allocated,Amateur Foundation Radio Licence,2023-04-20
M7HKR,Allocated,Amateur Foundation Radio Licence,2023-01-15
M7HKS,Allocated,Amateur Foundation Radio Licence,2022-04-29
M7HKW,Allocated,Amateur Foundation Radio Licence,2020-02-18
M7HKY,Allocated,Amateur Foundation Radio Licence,2020-01-29
M7HLA,Allocated,Amateur Foundation Radio Licence,2022-01-20
M7HLD,Allocated,Amateur Foundation Radio Licence,2021-08-05
M7HLG,Allocated,Amateur Foundation Radio Licence,2021-10-16
M7HLI,Allocated,Amateur Foundation Radio Licence,2020-10-26
M7HLK,Allocated,Amateur Foundation Radio Licence,2022-05-20
M7HLL,Allocated,Amateur Foundation Radio Licence,2022-05-20
M7HLM,Allocated,Amateur Foundation Radio Licence,2022-11-23
M7HLN,Allocated,Amateur Foundation Radio Licence,2022-11-23
M7HLO,Allocated,Amateur Foundation Radio Licence,2022-11-23
M7HLP,Allocated,Amateur Foundation Radio Licence,2020-07-21
M7HLR,Allocated,Amateur Foundation Radio Licence,2022-05-10
M7HLS,Allocated,Amateur Foundation Radio Licence,2023-08-09
M7HLT,Allocated,Amateur Foundation Radio Licence,2023-08-09
M7HLV,Allocated,Amateur Foundation Radio Licence,2022-09-16
M7HLW,Allocated,Amateur Foundation Radio Licence,2022-09-16
M7HLY,Allocated,Amateur Foundation Radio Licence,2021-03-28
M7HMB,Allocated,Amateur Foundation Radio Licence,2022-02-03
M7HMC,Allocated,Amateur Foundation Radio Licence,2022-02-03
M7HMD,Allocated,Amateur Foundation Radio Licence,2022-09-16
M7HME,Allocated,Amateur Foundation Radio Licence,2022-09-20
M7HMF,Allocated,Amateur Foundation Radio Licence,2022-09-16
M7HMG,Allocated,Amateur Foundation Radio Licence,2022-08-17
M7HMJ,Allocated,Amateur Foundation Radio Licence,2019-03-15
M7HMM,Allocated,Amateur Foundation Radio Licence,2023-06-13
M7HMO,Allocated,Amateur Foundation Radio Licence,2021-12-08
M7HMR,Allocated,Amateur Foundation Radio Licence,2021-05-12
M7HMS,Allocated,Amateur Foundation Radio Licence,2021-05-12
M7HMT,Allocated,Amateur Foundation Radio Licence,2021-05-12
M7HMY,Reserved,Amateur Foundation Radio Licence,2023-08-08
M7HNA,Allocated,Amateur Foundation Radio Licence,2023-03-17
M7HNC,Allocated,Amateur Foundation Radio Licence,2022-08-27
M7HNK,Allocated,Amateur Foundation Radio Licence,2020-07-31
M7HNM,Allocated,Amateur Foundation Radio Licence,2020-03-03
M7HNR,Allocated,Amateur Foundation Radio Licence,2021-07-15
M7HNT,Allocated,Amateur Foundation Radio Licence,2021-03-13
M7HNU,Allocated,Amateur Foundation Radio Licence,2021-03-13
M7HNY,Allocated,Amateur Foundation Radio Licence,2023-07-10
M7HOB,Allocated,Amateur Foundation Radio Licence,2019-08-29
M7HOE,Allocated,Amateur Foundation Radio Licence,2023-08-10
M7HOG,Allocated,Amateur Foundation Radio Licence,2019-04-29
M7HOL,Allocated,Amateur Foundation Radio Licence,2021-12-23
M7HOM,Allocated,Amateur Foundation Radio Licence,2022-07-22
M7HOO,Allocated,Amateur Foundation Radio Licence,2022-07-22
M7HOP,Allocated,Amateur Foundation Radio Licence,2022-07-22
M7HOT,Allocated,Amateur Foundation Radio Licence,2021-11-01
M7HOU,Allocated,Amateur Foundation Radio Licence,2021-11-01
M7HOW,Allocated,Amateur Foundation Radio Licence,2020-11-27
M7HPG,Allocated,Amateur Foundation Radio Licence,2023-01-05
M7HPL,Allocated,Amateur Foundation Radio Licence,2021-11-21
M7HPR,Allocated,Amateur Foundation Radio Licence,2022-01-12
M7HPS,Allocated,Amateur Foundation Radio Licence,2020-12-18
M7HPX,Allocated,Amateur Foundation Radio Licence,2022-07-02
M7HQA,Allocated,Amateur Foundation Radio Licence,2022-02-25
M7HQS,Allocated,Amateur Foundation Radio Licence,2020-10-26
M7HRA,Allocated,Amateur Foundation Radio Licence,2023-01-06
M7HRC,Allocated,Amateur Foundation Radio Licence,2023-04-02
M7HRD,Allocated,Amateur Foundation Radio Licence,2022-02-25
M7HRE,Allocated,Amateur Foundation Radio Licence,2021-07-17
M7HRH,Allocated,Amateur Foundation Radio Licence,2019-05-30
M7HRO,Allocated,Amateur Foundation Radio Licence,2019-05-31
M7HRT,Allocated,Amateur Foundation Radio Licence,2020-08-04
M7HRV,Allocated,Amateur Foundation Radio Licence,2021-09-21
M7HRX,Allocated,Amateur Foundation Radio Licence,2021-03-29
M7HRY,Allocated,Amateur Foundation Radio Licence,2022-11-16
M7HRZ,Allocated,Amateur Foundation Radio Licence,2023-08-11
M7HSA,Allocated,Amateur Foundation Radio Licence,2022-01-17
M7HSE,Allocated,Amateur Foundation Radio Licence,2020-08-19
M7HSG,Allocated,Amateur Foundation Radio Licence,2023-05-27
M7HSI,Allocated,Amateur Foundation Radio Licence,2021-11-24
M7HSK,Allocated,Amateur Foundation Radio Licence,2023-01-17
M7HSL,Allocated,Amateur Foundation Radio Licence,2023-01-17
M7HSM,Reserved,Amateur Foundation Radio Licence,2023-01-17
M7HSQ,Allocated,Amateur Foundation Radio Licence,2020-06-22
M7HST,Allocated,Amateur Foundation Radio Licence,2022-05-28
M7HSW,Allocated,Amateur Foundation Radio Licence,2022-10-04
M7HSZ,Allocated,Amateur Foundation Radio Licence,2022-10-31
M7HTB,Allocated,Amateur Foundation Radio Licence,2021-04-26
M7HTC,Allocated,Amateur Foundation Radio Licence,2021-09-30
M7HTD,Allocated,Amateur Foundation Radio Licence,2021-09-30
M7HTG,Allocated,Amateur Foundation Radio Licence,2022-08-30
M7HTH,Reserved,Amateur Foundation Radio Licence,2021-10-29
M7HTL,Allocated,Amateur Foundation Radio Licence,2020-10-28
M7HTM,Allocated,Amateur Foundation Radio Licence,2023-03-15
M7HTO,Allocated,Amateur Foundation Radio Licence,2022-04-26
M7HTP,Allocated,Amateur Foundation Radio Licence,2022-04-26
M7HTR,Allocated,Amateur Foundation Radio Licence,2022-12-16
M7HTS,Allocated,Amateur Foundation Radio Licence,2022-12-16
M7HTU,Allocated,Amateur Foundation Radio Licence,2023-02-27
M7HTW,Allocated,Amateur Foundation Radio Licence,2022-01-26
M7HTY,Allocated,Amateur Foundation Radio Licence,2019-04-17
M7HUB,Allocated,Amateur Foundation Radio Licence,2020-02-18
M7HUD,Allocated,Amateur Foundation Radio Licence,2022-12-27
M7HUE,Allocated,Amateur Foundation Radio Licence,2022-04-06
M7HUF,Allocated,Amateur Foundation Radio Licence,2022-03-19
M7HUG,Allocated,Amateur Foundation Radio Licence,2022-03-19
M7HUK,Allocated,Amateur Foundation Radio Licence,2021-11-05
M7HUL,Allocated,Amateur Foundation Radio Licence,2023-06-19
M7HUM,Allocated,Amateur Foundation Radio Licence,2023-06-19
M7HUN,Allocated,Amateur Foundation Radio Licence,2023-06-19
M7HUT,Allocated,Amateur Foundation Radio Licence,2021-09-24
M7HUW,Allocated,Amateur Foundation Radio Licence,2020-08-27
M7HUX,Allocated,Amateur Foundation Radio Licence,2020-08-27
M7HUZ,Allocated,Amateur Foundation Radio Licence,2023-01-17
M7HVA,Allocated,Amateur Foundation Radio Licence,2023-01-17
M7HVC,Allocated,Amateur Foundation Radio Licence,2021-02-01
M7HVH,Allocated,Amateur Foundation Radio Licence,2022-10-27
M7HVL,Allocated,Amateur Foundation Radio Licence,2023-04-20
M7HWA,Allocated,Amateur Foundation Radio Licence,2023-05-09
M7HWB,Allocated,Amateur Foundation Radio Licence,2023-05-09
M7HWD,Allocated,Amateur Foundation Radio Licence,2020-12-22
M7HWF,Allocated,Amateur Foundation Radio Licence,2023-01-11
M7HWH,Allocated,Amateur Foundation Radio Licence,2023-06-28
M7HWK,Allocated,Amateur Foundation Radio Licence,2021-09-01
M7HWL,Allocated,Amateur Foundation Radio Licence,2021-09-01
M7HWM,Allocated,Amateur Foundation Radio Licence,2020-10-28
M7HWO,Allocated,Amateur Foundation Radio Licence,2022-02-16
M7HWY,Allocated,Amateur Foundation Radio Licence,2022-03-14
M7HXI,Allocated,Amateur Foundation Radio Licence,2022-05-27
M7HXL,Allocated,Amateur Foundation Radio Licence,2020-09-24
M7HXO,Allocated,Amateur Foundation Radio Licence,2021-07-23
M7HXR,Allocated,Amateur Foundation Radio Licence,2023-06-13
M7HXS,Allocated,Amateur Foundation Radio Licence,2023-06-13
M7HXX,Allocated,Amateur Foundation Radio Licence,2022-09-16
M7HYB,Allocated,Amateur Foundation Radio Licence,2022-03-09
M7HYE,Allocated,Amateur Foundation Radio Licence,2022-10-29
M7HYL,Allocated,Amateur Foundation Radio Licence,2023-02-15
M7HYM,Allocated,Amateur Foundation Radio Licence,2023-02-15
M7HYP,Allocated,Amateur Foundation Radio Licence,2019-10-02
M7HZA,Allocated,Amateur Foundation Radio Licence,2021-08-07
M7IAB,Allocated,Amateur Foundation Radio Licence,2021-09-07
M7IAH,Allocated,Amateur Foundation Radio Licence,2022-04-17
M7IAI,Allocated,Amateur Foundation Radio Licence,2022-04-17
M7IAM,Allocated,Amateur Foundation Radio Licence,2020-06-23
M7IAN,Allocated,Amateur Foundation Radio Licence,2020-06-23
M7IAO,Allocated,Amateur Foundation Radio Licence,2021-05-05
M7IAP,Allocated,Amateur Foundation Radio Licence,2019-06-22
M7IAS,Allocated,Amateur Foundation Radio Licence,2020-08-13
M7IAZ,Allocated,Amateur Foundation Radio Licence,2020-08-01
M7IBB,Allocated,Amateur Foundation Radio Licence,2022-10-17
M7IBC,Allocated,Amateur Foundation Radio Licence,2022-10-17
M7IBG,Available,Amateur Foundation Radio Licence,2021-11-03
M7IBJ,Allocated,Amateur Foundation Radio Licence,2018-12-19
M7IBL,Allocated,Amateur Foundation Radio Licence,2022-01-26
M7IBM,Allocated,Amateur Foundation Radio Licence,2022-01-26
M7IBW,Allocated,Amateur Foundation Radio Licence,2021-08-13
M7ICA,Allocated,Amateur Foundation Radio Licence,2020-10-24
M7ICB,Allocated,Amateur Foundation Radio Licence,2023-05-29
M7ICC,Allocated,Amateur Foundation Radio Licence,2023-05-29
M7ICD,Allocated,Amateur Foundation Radio Licence,2023-05-29
M7ICE,Allocated,Amateur Foundation Radio Licence,2020-06-30
M7ICG,Allocated,Amateur Foundation Radio Licence,2023-01-02
M7ICH,Allocated,Amateur Foundation Radio Licence,2023-01-02
M7ICJ,Allocated,Amateur Foundation Radio Licence,2021-12-23
M7ICK,Allocated,Amateur Foundation Radio Licence,2021-12-23
M7ICL,Allocated,Amateur Foundation Radio Licence,2020-08-15
M7ICM,Allocated,Amateur Foundation Radio Licence,2020-10-18
M7ICO,Allocated,Amateur Foundation Radio Licence,2021-09-20
M7ICP,Allocated,Amateur Foundation Radio Licence,2021-05-12
M7ICQ,Allocated,Amateur Foundation Radio Licence,2021-05-12
M7ICR,Allocated,Amateur Foundation Radio Licence,2021-04-09
M7ICS,Allocated,Amateur Foundation Radio Licence,2021-04-09
M7ICT,Allocated,Amateur Foundation Radio Licence,2021-04-09
M7ICW,Allocated,Amateur Foundation Radio Licence,2021-06-02
M7ICX,Allocated,Amateur Foundation Radio Licence,2021-06-02
M7ICY,Allocated,Amateur Foundation Radio Licence,2022-05-13
M7ICZ,Allocated,Amateur Foundation Radio Licence,2022-05-13
M7IDA,Allocated,Amateur Foundation Radio Licence,2022-07-27
M7IDB,Allocated,Amateur Foundation Radio Licence,2022-07-27
M7IDC,Allocated,Amateur Foundation Radio Licence,2023-07-07
M7IDD,Allocated,Amateur Foundation Radio Licence,2023-07-07
