Value,Product,Status,Type,Call Sign MMSI: Last Modified Date
20FGP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-12-31
20FGQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-20
20FGR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-20
20FGS,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-09-11
20FGT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-21
20FGU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-27
20FGV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-27
20FGW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-27
20FGX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-24
20FGY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-27
20FGZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-28
20FHA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-29
20FHB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-01
20FHC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-03
20FHD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-03
20FHE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-03
20FHF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-03
20FHG,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2021-03-16
20FHH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-04
20FHI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-05
20FHJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-01-27
20FHK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-07
20FHL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-06-07
20FHM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-11
20FHN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-14
20FHO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-14
20FHP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-14
20FHQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-12-18
20FHR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-04
20FHS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FHT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FHU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-16
20FHV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-07-14
20FHW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-11-29
20FHX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-19
20FHY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-19
20FHZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-08-26
20FIA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-19
20FIB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-28
20FID,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-28
20FIE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-28
20FIF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FIG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-11-12
20FIH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-18
20FII,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29
20FIJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-03-14
20FIK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-07-03
20FIM,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-11-26
20FIN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29
20FIO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29
20FIP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29
20FIQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-04-29
20FIR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2017-08-22
20FIS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2017-08-22
20FIT,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2023-07-05
20FIU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-28
20FIV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-05-16
20FIW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-02
20FIY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-03
20FIZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-06-01
20FJA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-10
20FJB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-10
20FJC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-10
20FJD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-11
20FJE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-02-04
20FJF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-14
20FJG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-16
20FJH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-07-23
20FJI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-06-17
20FJJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-05-01
20FJK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-19
20FJL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-19
20FJN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22
20FJO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22
20FJP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22
20FJQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22
20FJR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22
20FJS,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-05-22
20FJT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-02-07
20FJU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-02-07
20FJV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-28
20FJW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-28
20FJX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-29
20FJY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-05-13
20FJZ,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2021-06-24
20FKA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-22
20FKB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-30
20FKC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-30
20FKD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-30
20FKE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-01
20FKF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-07
20FKG,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-06-01
20FKH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-03-06
20FKI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-04
20FKJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-04
20FKK,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2022-12-27
20FKL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-06
20FKM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-06
20FKO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-07
20FKP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-07
20FKQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-08
20FKR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-08
20FKS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-10
20FKT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-05-19
20FKU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-06-29
20FKV,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-06-13
20FKW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-12-29
20FKX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-05-21
20FKY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FKZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FLA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FLB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FLC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-11-01
20FLD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FLE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FLF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-03
20FLG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FLH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-04-13
20FLI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FLJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-27
20FLK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-27
20FLL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-28
20FLM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-28
20FLN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-04
20FLO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FLP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-29
20FLQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-29
20FLR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-01
20FLS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-01
20FLT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-04-27
20FLU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-04
20FLV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-04
20FLW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-04-06
20FLX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2017-11-16
20FLY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-01-25
20FLZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-07
20FMA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-07
20FMB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FMC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-07-05
20FMD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-09-14
20FME,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FMF,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
20FMG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-08
20FMH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-08
20FMI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-09
20FMJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-12-16
20FMK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-07-20
20FML,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-10
20FMM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-10
20FMN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-11
20FMO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-16
20FMP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-24
20FMQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-25
20FMR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-25
20FMS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-31
20FMT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-10-10
20FMU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-04
20FMV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-04
20FMW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-04
20FMX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-04
20FMY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-06
20FMZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-06-14
20FNA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-06
20FNB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-06
20FNC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-10-18
20FND,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-10-08
20FNE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-14
20FNF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-14
20FNG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-16
20FNH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-16
20FNI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-17
20FNJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-17
20FNK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-17
20FNL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-21
20FNM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-21
20FNN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-23
20FNO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-23
20FNP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-23
20FNQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-26
20FNR,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-08-27
20FNS,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2022-01-29
20FNT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-10-06
20FNU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-10-28
20FNV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-29
20FNW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-05-20
20FNX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FNY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-30
20FNZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-03
20FOA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-03
20FOB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-03
20FOD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-05-05
20FOE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-01-31
20FOG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-04
20FOH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-04
20FOI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-11-03
20FOJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-03
20FOK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FOL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-12-15
20FOM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-05
20FON,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-16
20FOP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-06
20FOQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-06
20FOR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-06
20FOS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-06
20FOT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-06
20FOU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-05-09
20FOV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-07
20FOW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-07
20FOX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-07
20FOY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
20FPA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
20FPB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2017-03-07
20FPC,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-09-09
20FPD,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-09-09
20FPE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-05-17
20FPF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-05-18
20FPG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-10
20FPH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-08-09
20FPI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-10
20FPJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-12
20FPK,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-09-17
20FPL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-10-07
20FPM,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-10-02
20FPN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-02
20FPO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-07-25
20FPP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-03
20FPQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-22
20FPR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-22
20FPS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-22
20FPT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-26
20FPU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-28
20FPV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-03-09
20FPW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-30
20FPX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-09
